,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Code
737,44,0.615,0.821,9,-6.422,0,0.0647,0.00918,0.0193,0.219,0.391,125.039,214760,4,1
738,72,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,3,1
739,57,0.513,0.97,10,-6.051,0,0.133,5.75e-05,0.000538,0.515,0.214,122.057,244493,4,1
740,64,0.464,0.815,10,-6.371,1,0.0368,0.00871,0.201,0.162,0.467,161.845,298920,4,1
741,58,0.696,0.394,11,-13.825,0,0.539,0.0579,0.821,0.0899,0.747,216.053,155758,4,1
742,45,0.319,0.771,4,-5.824,1,0.0456,0.000142,0.00324,0.0996,0.187,97.959,259218,4,1
743,36,0.72,0.742,0,-5.889,1,0.0559,0.0324,0.0,0.306,0.718,118.063,180561,4,1
744,56,0.531,0.849,9,-10.754,1,0.111,0.0389,0.00763,0.186,0.305,119.516,136427,4,1
745,54,0.545,0.717,3,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,239621,4,1
746,39,0.65,0.611,7,-7.619,1,0.0227,0.527,0.00418,0.0796,0.717,95.059,219183,4,1
747,64,0.55,0.872,2,-4.742,0,0.0588,0.0864,0.000291,0.0617,0.618,142.041,189920,4,1
748,47,0.176,0.962,5,-3.139,1,0.103,1.66e-05,0.522,0.321,0.425,153.951,206733,4,1
749,71,0.323,0.982,9,-1.742,0,0.113,0.706,5.93e-05,0.853,0.365,95.517,110093,4,1
750,74,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279,282206,4,1
751,46,0.352,0.571,2,-3.801,0,0.0441,3e-05,0.00885,0.125,0.53,99.202,211373,3,1
752,56,0.53,0.55,2,-6.907,1,0.0249,0.163,2.21e-06,0.252,0.492,97.334,224034,4,1
753,31,0.488,0.99,6,-2.874,1,0.219,0.00494,0.0,0.127,0.169,160.089,154962,4,1
754,68,0.639,0.684,2,-5.619,1,0.0353,0.00966,0.0,0.194,0.465,88.05,137297,4,1
755,43,0.83,0.345,2,-9.941,1,0.0445,0.37,0.00158,0.11,0.55,120.966,214306,4,1
756,49,0.0951,0.155,7,-20.447,0,0.0342,0.865,0.776,0.0922,0.138,163.072,159747,3,1
757,60,0.527,0.871,4,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,188560,4,1
758,20,0.469,0.825,4,-6.612,0,0.0319,0.00554,0.00199,0.133,0.659,110.841,185693,4,1
759,35,0.724,0.755,1,-5.936,1,0.08,0.114,0.000692,0.089,0.589,115.029,203425,4,1
760,72,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,194853,4,1
761,54,0.624,0.702,7,-7.399,1,0.0784,0.0855,0.0674,0.0365,0.951,171.22,186733,4,1
762,71,0.589,0.438,1,-7.431,0,0.0277,0.573,0.0,0.128,0.0752,127.329,204825,4,1
763,44,0.294,0.675,5,-3.562,1,0.0435,3.15e-05,0.000711,0.321,0.37,148.186,228853,4,1
764,46,0.0635,0.0868,8,-15.249,1,0.0437,0.984,0.873,0.0851,0.068,212.849,249082,3,1
765,31,0.209,0.928,10,-5.885,0,0.0783,8.57e-06,0.498,0.088,0.35,90.258,186584,4,1
766,37,0.481,0.616,0,-9.93,0,0.032,0.132,0.0286,0.0948,0.416,150.023,385907,4,1
767,47,0.871,0.61,7,-7.565,1,0.239,0.0307,0.000203,0.0674,0.788,134.507,193373,4,1
768,24,0.539,0.578,4,-8.522,1,0.0278,0.0987,0.000923,0.28,0.353,102.03,191890,4,1
769,31,0.304,0.722,2,-7.707,1,0.0483,0.0302,0.869,0.0756,0.0987,113.192,382797,4,1
770,43,0.537,0.823,9,-5.874,1,0.0322,0.00784,2.19e-06,0.122,0.759,132.241,151827,4,1
771,60,0.697,0.41,7,-9.149,1,0.144,0.412,0.79,0.111,0.377,166.133,164947,4,1
772,61,0.598,0.911,11,-3.97,1,0.0515,0.222,3.84e-06,0.216,0.953,146.469,134907,4,1
773,75,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,266200,4,1
774,25,0.67,0.834,10,-4.174,0,0.496,0.000219,0.855,0.0843,0.626,126.972,262240,4,1
775,63,0.551,0.78,0,-6.659,1,0.055,0.0941,1.15e-06,0.11,0.421,135.023,250613,4,1
776,26,0.508,0.776,9,-5.438,1,0.0336,0.00114,0.00935,0.293,0.549,101.952,185427,4,1
777,37,0.345,0.727,7,-9.711,0,0.0778,0.252,1.7e-06,0.0882,0.509,143.874,160600,4,1
778,32,0.449,0.958,6,-6.602,0,0.123,5.33e-06,0.000116,0.148,0.389,107.458,129373,4,1
779,44,0.673,0.763,6,-9.027,0,0.08,0.00667,0.184,0.159,0.261,147.078,230427,4,1
780,52,0.814,0.874,6,-5.316,1,0.0425,0.000222,0.522,0.276,0.434,123.992,161041,4,1
781,44,0.623,0.965,6,-3.157,0,0.376,0.00135,2.44e-06,0.482,0.346,134.066,176506,4,1
782,58,0.887,0.823,5,-7.57,0,0.0462,0.0237,0.731,0.593,0.641,121.993,367363,4,1
783,63,0.527,0.636,5,-12.888,0,0.0347,0.0599,0.843,0.204,0.607,83.101,334467,4,1
784,67,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,183391,4,1
785,41,0.641,0.601,7,-5.186,1,0.0283,0.294,0.000114,0.184,0.568,100.011,182907,4,1
786,23,0.569,0.674,2,-8.729,1,0.0264,0.0468,0.313,0.211,0.576,129.901,151397,4,1
787,65,0.53,0.759,7,-7.067,1,0.0351,0.00984,0.0,0.319,0.502,131.999,253840,4,1
788,27,0.573,0.929,3,-6.103,0,0.0458,0.000282,0.724,0.269,0.526,128.125,251867,4,1
789,34,0.549,0.867,2,-4.666,1,0.0371,0.0108,4.46e-06,0.171,0.486,110.032,186760,4,1
790,32,0.842,0.941,7,-6.912,1,0.0517,0.136,0.00808,0.0645,0.716,119.075,191987,4,1
791,54,0.465,0.427,0,-9.882,1,0.0276,0.793,0.00144,0.0909,0.214,146.09,305041,3,1
792,75,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067,4,1
793,42,0.351,0.883,0,-6.952,1,0.0562,0.0363,0.0,0.499,0.88,195.666,175400,4,1
794,35,0.4,0.984,2,-4.771,1,0.0973,8.8e-06,0.897,0.118,0.455,148.96,183042,4,1
795,47,0.554,0.168,2,-15.895,1,0.0464,0.922,0.000663,0.17,0.469,89.216,190587,4,1
796,75,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,254173,4,1
797,43,0.488,0.811,5,-8.948,1,0.0551,0.00159,0.000576,0.208,0.316,92.493,264733,4,1
798,37,0.318,0.975,9,-4.21,1,0.0926,0.00562,0.826,0.345,0.668,174.206,182987,4,1
799,54,0.918,0.638,5,-6.796,0,0.135,0.0461,0.6,0.1,0.751,124.017,235263,4,1
800,40,0.71,0.461,7,-10.233,0,0.057,0.694,0.714,0.103,0.119,123.016,191220,4,1
801,42,0.607,0.912,0,-4.122,0,0.0461,0.0488,0.000883,0.154,0.819,104.996,191027,4,1
802,41,0.391,0.63,8,-5.685,1,0.0308,0.00326,1.59e-05,0.0991,0.242,147.587,171400,4,1
803,66,0.525,0.742,10,-5.643,1,0.0311,0.0874,0.149,0.117,0.179,117.029,252280,4,1
804,46,0.636,0.458,11,-12.75,0,0.0608,0.679,0.148,0.109,0.489,92.973,249113,4,1
805,44,0.527,0.419,11,-6.613,1,0.0303,0.327,0.0186,0.193,0.243,145.746,219022,3,1
806,51,0.854,0.467,1,-9.528,1,0.251,0.00784,0.406,0.099,0.154,129.963,299837,4,1
807,53,0.376,0.947,4,-3.778,0,0.0902,0.00757,0.0,0.107,0.859,150.212,212333,4,1
808,23,0.297,0.913,3,-7.853,0,0.128,1.71e-05,0.317,0.157,0.361,169.856,188267,4,1
809,36,0.543,0.598,0,-7.615,1,0.162,0.00522,0.0562,0.305,0.204,129.212,192479,4,1
810,51,0.468,0.815,9,-5.485,1,0.0337,0.000527,0.0,0.33,0.492,125.867,196960,4,1
811,59,0.346,0.785,7,-4.991,1,0.0434,0.00165,0.00806,0.124,0.186,175.986,277467,4,1
812,59,0.677,0.826,9,-6.8,1,0.368,0.395,0.0,0.571,0.498,124.821,183880,4,1
813,64,0.463,0.749,11,-8.118,0,0.0891,0.00796,0.00219,0.0558,0.888,183.048,179653,4,1
814,45,0.5,0.947,4,-3.602,1,0.0452,0.044,0.0,0.205,0.966,181.834,105516,4,1
815,60,0.435,0.88,2,-8.451,1,0.0448,0.00265,0.0014,0.436,0.593,91.116,347093,4,1
816,44,0.695,0.535,8,-9.149,1,0.0302,0.535,1.26e-05,0.238,0.811,116.03,159453,4,1
817,44,0.521,0.808,9,-8.201,0,0.052,0.805,0.0105,0.227,0.834,98.867,170733,4,1
818,52,0.831,0.66,8,-5.284,0,0.0301,0.362,0.00431,0.0674,0.942,110.019,245580,4,1
819,48,0.696,0.52,5,-4.687,0,0.0328,0.0157,0.0,0.0939,0.566,88.951,143919,4,1
820,37,0.696,0.598,7,-5.413,1,0.0301,0.0146,0.000517,0.104,0.515,132.941,209661,4,1
821,35,0.573,0.466,7,-7.369,0,0.0253,0.00354,0.459,0.111,0.402,78.661,270202,4,1
822,49,0.353,0.557,2,-7.7,1,0.0433,0.337,9.92e-05,0.216,0.21,168.527,247827,4,1
823,39,0.712,0.483,2,-9.664,1,0.034,0.174,0.0931,0.161,0.632,121.127,257193,4,1
824,0,0.796,0.825,10,-10.017,0,0.0807,0.00316,0.902,0.109,0.887,128.003,401100,4,1
825,48,0.46,0.906,1,-8.201,1,0.15,2.99e-05,0.0348,0.17,0.566,161.055,204160,4,1
826,46,0.824,0.485,6,-10.345,0,0.0964,0.145,0.00076,0.0798,0.773,118.874,129717,4,1
827,39,0.381,0.436,5,-6.731,1,0.0329,0.0118,0.0,0.133,0.453,183.923,149077,3,1
828,46,0.599,0.729,4,-6.471,1,0.0254,0.181,0.00381,0.135,0.638,133.402,321400,4,1
829,57,0.639,0.929,0,-4.762,1,0.212,0.00326,0.0501,0.242,0.688,103.758,214707,4,1
830,60,0.511,0.724,0,-5.927,1,0.0311,0.000826,0.00019,0.23,0.536,130.029,198081,4,1
831,73,0.784,0.539,7,-8.938,0,0.274,0.0818,0.0,0.106,0.576,149.059,202560,4,1
832,31,0.562,0.545,9,-14.392,0,0.0487,0.764,0.65,0.347,0.342,132.495,211560,4,1
833,57,0.307,0.791,7,-5.408,1,0.119,0.0285,0.000804,0.395,0.141,193.356,201800,4,1
834,0,0.441,0.976,8,-3.09,0,0.147,0.000335,0.0475,0.298,0.248,130.411,220413,4,1
835,54,0.658,0.496,0,-9.303,1,0.0484,0.14,0.192,0.184,0.625,82.122,215573,4,1
836,31,0.47,0.32,8,-11.859,1,0.0302,0.624,0.0179,0.145,0.0342,109.835,283080,4,1
837,56,0.822,0.522,4,-8.744,0,0.0965,0.491,0.0,0.101,0.0672,111.098,169093,4,1
838,34,0.379,0.966,9,-2.59,0,0.169,7.67e-05,0.565,0.357,0.478,166.153,199863,4,1
839,38,0.508,0.251,7,-10.493,1,0.0286,0.562,0.79,0.11,0.122,120.023,251245,4,1
840,59,0.639,0.792,10,-4.262,1,0.0348,0.012,0.0,0.365,0.682,97.094,152272,4,1
841,42,0.446,0.963,6,-5.972,1,0.0987,0.0612,0.0,0.323,0.727,165.028,161613,4,1
842,39,0.713,0.506,2,-5.975,1,0.0242,0.15,2.42e-06,0.362,0.669,108.884,221840,4,1
843,39,0.606,0.676,9,-10.751,0,0.166,0.0266,0.33,0.146,0.65,97.481,313960,4,1
844,72,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,194853,4,1
845,48,0.232,0.719,11,-6.255,1,0.0428,0.000118,0.000226,0.119,0.323,165.906,366267,4,1
846,56,0.696,0.979,11,-5.338,0,0.0445,0.00244,0.768,0.116,0.962,101.021,348859,4,1
847,42,0.496,0.871,1,-3.857,1,0.0465,0.00607,0.000249,0.335,0.372,114.038,263453,4,1
848,46,0.568,0.636,4,-8.862,1,0.0297,0.431,3.02e-06,0.492,0.71,124.37,104507,4,1
849,68,0.639,0.715,6,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,238853,4,1
850,34,0.35,0.782,11,-6.944,0,0.161,0.000711,0.000981,0.128,0.568,164.661,241827,4,1
851,61,0.416,0.944,1,-2.485,1,0.0394,0.000302,0.0,0.306,0.624,97.018,190927,4,1
852,44,0.468,0.971,4,-5.928,0,0.0762,5.71e-06,0.353,0.303,0.415,108.102,174428,4,1
853,0,0.52,0.967,3,-3.837,0,0.489,0.00248,2.62e-06,0.328,0.477,179.924,149500,4,1
854,57,0.468,0.839,9,-7.39,1,0.0365,0.459,0.461,0.151,0.935,151.842,242027,4,1
855,82,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,238640,4,1
856,0,0.616,0.316,4,-8.583,1,0.0321,0.645,6.27e-06,0.0971,0.473,73.901,227520,3,1
857,39,0.381,0.436,5,-6.731,1,0.0329,0.0118,0.0,0.133,0.453,183.923,149077,3,1
858,45,0.698,0.901,2,-6.664,1,0.0392,0.00954,0.415,0.11,0.834,124.973,253053,4,1
859,29,0.666,0.501,0,-8.951,1,0.0298,0.0342,0.000203,0.0904,0.487,122.021,222973,4,1
860,58,0.293,0.778,0,-5.581,1,0.034,0.0147,0.227,0.102,0.24,147.882,217347,4,1
861,60,0.764,0.661,5,-8.276,1,0.0526,0.0203,0.000179,0.179,0.479,92.018,226587,4,1
862,40,0.697,0.667,9,-6.354,1,0.0395,0.0038,2.08e-06,0.236,0.698,136.051,187059,3,1
863,19,0.677,0.763,8,-8.306,0,0.0395,0.00369,0.187,0.291,0.347,125.986,619787,4,1
864,70,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,212600,4,1
865,50,0.2,0.293,10,-18.822,1,0.0364,0.0133,0.498,0.254,0.0417,149.445,183187,4,1
866,60,0.33,0.556,7,-11.494,1,0.0796,0.207,4.39e-05,0.315,0.506,173.828,222279,4,1
867,73,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,261413,4,1
868,12,0.678,0.368,5,-6.722,1,0.0285,0.0658,0.000287,0.101,0.12,94.117,318064,4,1
869,61,0.694,0.887,0,-8.503,1,0.0759,0.0209,0.826,0.084,0.856,120.04,219848,4,1
870,39,0.251,0.962,1,-2.481,1,0.114,9.37e-05,0.00969,0.344,0.0769,95.941,162334,4,1
871,57,0.313,0.846,5,-7.109,0,0.139,0.0179,0.127,0.18,0.509,174.074,353507,4,1
872,18,0.366,0.143,5,-21.482,1,0.0405,0.906,0.0194,0.127,0.403,139.91,175840,5,1
873,54,0.521,0.855,9,-3.348,1,0.0686,0.0223,5.54e-06,0.0869,0.257,158.744,187133,4,1
874,53,0.289,0.879,4,-9.15,1,0.0543,0.015,0.503,0.441,0.584,172.924,134922,4,1
875,32,0.413,0.862,8,-4.118,1,0.0362,7.5e-06,0.145,0.0932,0.547,91.017,187827,4,1
876,43,0.633,0.969,7,-6.112,1,0.0581,0.0113,0.654,0.123,0.603,138.946,255760,4,1
877,32,0.754,0.401,0,-11.248,1,0.0595,0.00507,0.409,0.392,0.0707,127.989,188976,4,1
878,45,0.319,0.771,4,-5.824,1,0.0456,0.000142,0.00324,0.0996,0.187,97.959,259218,4,1
879,35,0.58,0.674,4,-6.66,0,0.0327,0.0013,0.562,0.142,0.49,126.976,199741,4,1
880,52,0.736,0.454,8,-9.339,1,0.0266,0.0746,0.121,0.339,0.396,113.994,195707,4,1
881,55,0.642,0.604,9,-8.412,1,0.0292,0.281,0.55,0.115,0.389,101.539,181360,4,1
882,41,0.611,0.666,1,-7.975,0,0.225,0.597,0.0,0.409,0.533,86.991,191022,4,1
883,42,0.62,0.56,3,-12.34,0,0.0831,0.461,0.0767,0.0637,0.337,82.775,314685,4,1
884,48,0.755,0.699,11,-5.929,1,0.065,0.00864,0.000139,0.0803,0.611,99.937,232074,4,1
885,51,0.632,0.562,7,-7.794,1,0.0248,0.44,0.000911,0.153,0.297,97.991,280813,4,1
886,40,0.636,0.611,9,-7.98,0,0.297,0.391,0.0,0.108,0.699,139.864,176895,4,1
887,83,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,231733,4,1
888,55,0.502,0.662,9,-4.041,1,0.0293,0.00322,0.00274,0.119,0.4,110.917,251293,4,1
889,61,0.838,0.757,2,-5.399,1,0.0927,0.059,0.0119,0.0271,0.602,124.65,251333,4,1
890,43,0.643,0.542,6,-6.11,0,0.0291,0.0363,0.000183,0.0553,0.64,132.164,202960,4,1
891,32,0.657,0.732,2,-10.007,1,0.0399,0.00146,0.412,0.146,0.835,106.213,184533,4,1
892,48,0.712,0.354,1,-7.814,0,0.0309,0.386,1.14e-05,0.116,0.528,133.969,201520,4,1
893,24,0.464,0.41,4,-8.721,1,0.0435,0.0954,0.0902,0.284,0.232,126.682,283850,3,1
894,0,0.497,0.675,2,-7.442,1,0.0332,0.0035,0.000367,0.219,0.338,79.965,208587,4,1
895,70,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,137760,4,1
896,36,0.709,0.692,2,-7.365,1,0.0362,0.126,0.000748,0.0695,0.645,94.013,165133,4,1
897,61,0.52,0.463,10,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,257520,4,1
898,73,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,178440,4,1
899,49,0.677,0.616,1,-6.577,0,0.0873,0.45,0.0011,0.107,0.562,96.968,302733,4,1
900,32,0.53,0.873,2,-5.513,0,0.0613,0.00436,0.000472,0.161,0.272,162.053,202963,4,1
901,53,0.241,0.604,7,-3.817,1,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,190600,4,1
902,69,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,351627,4,1
903,27,0.584,0.754,11,-8.482,0,0.0404,0.0315,0.856,0.127,0.398,139.964,185143,4,1
904,39,0.56,0.412,5,-11.908,1,0.0255,0.00795,1.43e-06,0.107,0.44,99.979,312182,4,1
905,33,0.629,0.459,10,-8.22,0,0.107,0.616,0.0217,0.106,0.427,80.988,244444,4,1
906,35,0.579,0.74,10,-5.926,0,0.0277,0.0164,0.653,0.0996,0.752,150.02,214176,4,1
907,43,0.326,0.661,8,-4.886,0,0.0314,0.0145,0.0,0.0749,0.615,171.555,205948,4,1
908,40,0.554,0.702,7,-5.704,1,0.0344,0.0934,0.0917,0.334,0.741,216.091,178750,4,1
909,57,0.167,0.921,6,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,262227,4,1
910,33,0.265,0.801,5,-4.116,0,0.0315,3.42e-06,0.116,0.178,0.842,183.165,137960,4,1
911,43,0.581,0.933,10,-6.315,0,0.0426,0.000311,0.0958,0.0704,0.546,130.0,298411,4,1
912,65,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667,4,1
913,70,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,4,1
914,44,0.18,0.916,7,-6.788,1,0.0923,0.000975,0.224,0.0945,0.186,85.614,254547,4,1
915,64,0.552,0.883,10,-5.61,0,0.0355,0.209,4.91e-06,0.0912,0.745,99.967,181773,4,1
916,47,0.774,0.64,2,-7.949,1,0.0333,0.743,0.0316,0.088,0.947,136.226,187933,4,1
917,54,0.572,0.73,5,-7.617,1,0.0358,0.00479,0.0,0.104,0.635,148.052,158973,4,1
918,65,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,185960,4,1
919,46,0.456,0.527,0,-9.697,1,0.0257,0.185,0.0513,0.109,0.126,146.061,248085,4,1
920,60,0.463,0.71,0,-7.051,1,0.0859,0.148,0.000192,0.123,0.441,78.144,195587,4,1
921,46,0.551,0.573,1,-11.152,1,0.138,0.604,0.047,0.0909,0.607,66.268,264576,4,1
922,42,0.659,0.73,11,-10.74,0,0.0368,0.0889,0.857,0.355,0.0795,99.987,202992,4,1
923,41,0.6,0.732,7,-3.848,0,0.0297,0.00713,0.0,0.242,0.453,141.926,188880,4,1
924,58,0.635,0.909,1,-4.796,0,0.0553,0.00384,0.0852,0.239,0.639,110.005,190448,4,1
925,44,0.35,0.846,4,-8.265,0,0.0657,1.57e-05,0.000639,0.333,0.737,178.031,182758,4,1
926,40,0.873,0.886,7,-4.53,1,0.357,0.0241,0.864,0.0347,0.274,127.061,169134,4,1
927,28,0.427,0.931,0,-4.202,1,0.0487,9.15e-06,0.024,0.169,0.383,150.102,236650,4,1
928,63,0.444,0.932,6,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,222357,4,1
929,50,0.461,0.75,0,-8.688,0,0.0436,0.0243,0.451,0.116,0.798,166.019,188786,4,1
930,46,0.363,0.0612,9,-22.761,0,0.0443,0.977,0.885,0.11,0.0393,118.495,238018,4,1
931,28,0.277,0.848,10,-7.714,1,0.0789,0.00421,0.000219,0.0896,0.126,128.194,208493,4,1
932,32,0.475,0.719,0,-7.684,1,0.0437,0.0562,1.92e-06,0.0669,0.869,88.136,208550,3,1
933,61,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683,219307,4,1
934,60,0.581,0.934,8,-5.511,1,0.0547,0.000169,0.00297,0.0901,0.391,120.024,184027,4,1
935,45,0.567,0.311,11,-10.278,1,0.0409,0.825,0.000161,0.0989,0.317,93.483,293240,4,1
936,29,0.695,0.757,2,-10.814,1,0.072,0.00182,0.0951,0.0997,0.4,127.009,215330,4,1
937,49,0.464,0.919,1,-2.497,1,0.111,0.00315,0.000497,0.154,0.703,167.865,151588,4,1
938,40,0.5,0.817,1,-5.876,1,0.0457,0.000255,0.0922,0.136,0.48,130.978,230127,4,1
939,61,0.563,0.606,11,-8.159,1,0.0267,0.513,0.0391,0.132,0.425,150.0,248253,4,1
940,55,0.561,0.372,3,-9.494,1,0.0425,0.541,0.00248,0.124,0.365,110.062,191950,4,1
941,51,0.593,0.702,0,-12.668,1,0.0409,0.002,8.38e-05,0.19,0.901,142.006,238133,4,1
942,43,0.379,0.691,7,-4.344,1,0.0614,0.00114,1.34e-05,0.105,0.264,142.941,228947,4,1
943,59,0.689,0.707,11,-8.815,0,0.219,0.147,0.0774,0.116,0.624,109.945,237240,4,1
944,44,0.701,0.821,5,-4.496,0,0.0335,0.0276,0.00269,0.0875,0.651,107.99,203333,4,1
945,43,0.828,0.503,6,-8.358,1,0.0865,0.0609,0.879,0.0742,0.589,124.008,219961,4,1
946,51,0.76,0.387,7,-7.389,0,0.0277,0.406,0.00341,0.111,0.158,107.998,198512,4,1
947,75,0.804,0.323,0,-11.127,0,0.305,0.308,0.0,0.15,0.456,87.019,159293,4,1
948,38,0.806,0.69,1,-11.08,1,0.267,0.146,0.891,0.071,0.798,130.03,226840,4,1
949,18,0.783,0.82,1,-6.102,1,0.0489,0.00054,0.499,0.0628,0.235,129.015,339213,4,1
950,47,0.297,0.126,1,-23.791,0,0.0408,0.992,0.81,0.134,0.17,153.564,190284,1,1
951,50,0.693,0.528,7,-10.855,1,0.0365,0.0714,0.0015,0.671,0.905,145.157,222107,4,1
952,53,0.611,0.743,11,-4.272,0,0.0346,0.00244,0.0,0.39,0.429,105.052,162787,4,1
953,0,0.561,0.614,4,-6.358,0,0.0391,0.621,1.52e-05,0.109,0.164,112.892,230000,4,1
954,38,0.684,0.69,1,-9.885,1,0.0412,0.00512,0.936,0.101,0.167,120.033,231821,4,1
955,89,0.422,0.302,11,-9.214,1,0.0372,0.629,7.83e-05,0.104,0.123,114.089,248827,4,1
956,29,0.379,0.15,9,-16.608,0,0.0301,0.925,0.93,0.0821,0.0382,96.103,197690,4,1
957,48,0.673,0.923,1,-3.628,0,0.0521,0.0107,0.0,0.12,0.946,139.969,181547,4,1
958,24,0.467,0.896,4,-3.31,1,0.0441,7.97e-05,0.358,0.3,0.145,109.953,242116,4,1
959,36,0.337,0.95,3,-2.218,0,0.0751,0.000943,0.00082,0.104,0.474,86.179,159566,4,1
960,41,0.152,0.0542,2,-23.323,0,0.0378,0.956,0.844,0.104,0.153,90.94,225475,4,1
961,39,0.691,0.222,1,-8.387,1,0.033,0.805,0.0,0.0767,0.535,79.735,181488,4,1
962,42,0.765,0.779,11,-7.099,1,0.0317,0.211,0.238,0.122,0.669,125.012,185390,4,1
963,41,0.551,0.858,0,-4.882,0,0.0981,0.0621,0.000102,0.354,0.422,128.05,194013,4,1
964,53,0.318,0.646,5,-7.15,0,0.0392,0.00521,0.172,0.0679,0.172,125.986,382800,4,1
965,53,0.235,0.977,6,0.878,1,0.107,0.00353,0.00604,0.172,0.241,152.952,208133,4,1
966,37,0.733,0.726,5,-9.894,0,0.0366,0.278,0.83,0.173,0.0823,117.991,249080,4,1
967,49,0.389,0.746,0,-4.353,1,0.0321,0.000637,0.000322,0.31,0.899,159.876,162267,4,1
968,55,0.542,0.828,11,-3.91,0,0.0536,0.00175,0.0136,0.06,0.785,126.037,194626,4,1
969,68,0.639,0.715,6,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,238853,4,1
970,48,0.53,0.97,9,-6.248,0,0.0675,0.00354,0.0875,0.356,0.158,111.881,261680,4,1
971,44,0.237,0.88,0,-3.945,1,0.0505,8.54e-06,0.842,0.085,0.309,130.128,210067,4,1
972,55,0.765,0.563,4,-9.765,1,0.0397,0.422,0.122,0.142,0.703,93.073,149423,4,1
973,57,0.378,0.953,9,-3.632,1,0.138,0.000719,2.89e-05,0.0936,0.512,167.808,200347,4,1
974,36,0.385,0.972,3,-3.816,0,0.0648,0.000193,0.000413,0.302,0.398,141.041,186635,4,1
975,32,0.485,0.97,3,-7.014,0,0.0609,4.07e-06,0.165,0.28,0.572,101.99,254678,4,1
976,40,0.641,0.677,7,-9.002,0,0.0462,0.0813,0.826,0.111,0.0708,122.992,347413,4,1
977,44,0.82,0.62,5,-9.755,0,0.364,0.0384,1.31e-05,0.114,0.898,120.009,193000,4,1
978,52,0.725,0.629,4,-6.208,0,0.0461,0.172,0.0186,0.347,0.499,91.961,229558,4,1
979,37,0.538,0.767,10,-7.182,0,0.0346,0.0627,0.914,0.403,0.868,119.246,168400,4,1
980,45,0.247,0.833,1,-5.086,1,0.0706,0.0272,0.471,0.215,0.228,165.995,274825,4,1
981,37,0.745,0.3,10,-13.33,1,0.0652,0.372,0.229,0.152,0.6,137.924,138262,4,1
982,47,0.711,0.665,0,-6.284,0,0.0289,0.0987,9.37e-06,0.112,0.706,129.942,237579,4,1
983,39,0.558,0.921,4,-4.409,1,0.0639,0.0234,0.00035,0.154,0.357,93.468,211087,4,1
984,56,0.383,0.703,4,-5.65,0,0.0763,0.00116,2.39e-05,0.112,0.42,135.968,212360,1,1
985,19,0.962,0.253,5,-11.178,0,0.335,0.00578,0.0,0.0751,0.137,127.003,293883,4,1
986,48,0.696,0.52,5,-4.687,0,0.0328,0.0157,0.0,0.0939,0.566,88.951,143919,4,1
987,34,0.685,0.94,2,-2.713,1,0.0867,0.112,0.0,0.276,0.58,140.001,227987,4,1
988,78,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,250547,4,1
989,61,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,348293,4,1
990,48,0.446,0.572,2,-7.786,1,0.037,0.382,0.51,0.0715,0.207,75.499,265996,4,1
